,hawkish,neutral,dovish
인상/NNG;점치/VV;늘/VV,5,3,1
금리/NNG;글로벌/NNG;경기/NNG;둔화/NNG,3,1,0
국고채/NNG;스프레드/NNG;축소/NNG,8,2,6
다름아닌/VA,19,3,13
국채선물/NNG;장단기구간/NNG;하락/NNG,1,0,0
해외/NNG;자산/NNG;비중/NNG;확대/NNG,3,0,1
위기/NNG;양적완화/NNG,4,0,4
수익성/NNG;개선/NNG;제한/NNG,2,0,1
둔화/NNG;신용위험/NNG,1,0,0
규호/NNG,3,1,2
제다/NNG,3,0,0
선거인/NNG,2,0,3
매니페스토운동/NNG,1,1,0
가격/NNG;상승/NNG;되돌/VV,5,1,2
교대제/NNG,4,8,10
제헌절/NNG,12,0,6
중단/NNG;충격/NNG,2,0,2
귀해져/VA,4,0,1
절하/NNG;금리/NNG;인하/NNG,5,0,2
고용/NNG;증가/NNG;최대/NNG,6,2,0
고용자수/NNG;상향/NNG,11,5,8
시퍼스/NNG,1,1,0
물가/NNG;상승률/NNG;부담/NNG,6,1,6
아직/MAG;바닥/NNG;아니/VCN,4,0,6
桑田/NNG,3,0,0
碧海/NNG,3,0,0
공정관리/NNG,8,0,0
염불/NNG,5,0,1
기웃거렸/VV,1,1,3
하단/NNG;잡/VV,3,1,2
외환보유액/NNG;떨어/VV,1,0,1
조보/NNG,7,6,8
聯合/NNG,2,1,3
구태의연/NNG,6,1,4
위험자산/NNG;가격/NNG;떨어/VV,3,2,7
생채/NNG,2,1,0
경포대/NNG,1,1,0
안라/NNG,1,1,1
이풀/NNG,3,2,0
모았었/VV,3,1,3
예물/NNG,7,1,0
투명도/NNG,2,2,1
절하/NNG;가능성/NNG;낮/VA,4,0,2
절하/NNG;않/VX,1,0,0
폐망/NNG,2,1,2
합보/NNG,5,1,2
넓직/NNG,1,0,1
디지털미디어시티/NNG,3,2,5
방소/NNG,1,0,1
연희/NNG,1,0,0
금융시장/NNG;불확실성/NNG;증가/NNG,3,1,1
정책/NNG;경기/NNG;개선/NNG,2,1,0
지표/NNG;좋/VA;상승/NNG,2,0,1
전망/NNG;힘들/VA,4,1,2
안정성/NNG;저하/NNG;우려/NNG,1,0,1
위험/NNG;재무/NNG;위험/NNG,2,0,0
급락/NNG;낮/VA,5,3,2
황의/NNG,2,0,3
업종의견/NNG,1,0,2
분위깁니다/NNG,6,2,3
철옹/NNG,9,5,12
복도식/NNG,1,2,0
주택/NNG;물량/NNG;증가/NNG,1,0,0
들려옵니다/VV,1,1,1
역리/NNG,18,31,42
서계/NNG,2,0,2
어렵/VA;대내외/NNG;불확실성/NNG,2,0,0
부양/NNG;의지/NNG;인하/NNG,2,0,0
인플레이션/NNG;전망/NNG;하락/NNG,1,2,8
과잉/NNG;해소/NNG;어렵/VA,1,0,0
가적/NNG,1,0,3
대중교통/NNG;요금/NNG;인상/NNG,6,2,8
식료품/NNG;가격/NNG;인상/NNG,4,0,4
살아갈지/VV,1,0,0
들떠서/VV,2,0,0
우려/NNG;증시/NNG;발목/NNG;잡/VV,6,2,9
인상/NNG;물가/NNG;상승/NNG,8,4,2
국민/NNG;부담/NNG;늘/VV,3,1,6
gdp/NNG;발표/NNG;경기/NNG;둔화/NNG,1,0,0
실물/NNG;경기/NNG;침체/NNG;우려/NNG,5,1,31
가쁠/VA,1,0,0
매각조건/NNG,5,3,12
개꼴/NNG,1,0,1
장공/NNG,4,3,8
창업투자회사/NNG,5,3,6
고유동성/NNG;확보/NNG,14,1,11
부도기업/NNG,11,1,4
질러/VV,8,3,4
예상/NNG;못하/VX;돌발/NNG;악재/NNG,5,0,1
최저/NNG;디플레이션/NNG;우려/NNG,1,0,0
대내외/NNG;경기/NNG;악화/NNG,5,0,2
정책/NNG;양호/NNG,1,0,2
환경기술/NNG,12,2,5
부가가치통신망/NNG,2,0,2
멀쩡히/MAG,1,0,2
인민폐/NNG,7,2,17
유가/NNG;세계/NNG;경기/NNG;둔화/NNG,3,0,4
판매/NNG;예상/NNG;감소/NNG,6,1,3
베이징컨센서스/NNG,3,0,1
상송/NNG,1,1,0
소코/NNG,1,0,2
바빠요/VA,2,0,0
류머티즘/NNG,5,2,6
닥쳐와/VV,1,0,0
징계해고/NNG,2,0,0
설혹/MAG,9,2,1
붙인다고/VV,1,0,3
수정주가/NNG,6,2,6
인상/NNG;가능성/NNG;제한적/VAX,1,0,0
경기/NNG;둔화/NNG;경착륙/NNG,5,1,1
펀더멘털/NNG;취약/NNG,22,17,11
위기/NNG;취약/NNG,13,5,9
예상/NNG;경기/NNG;부진/NNG,2,0,0
내수/NNG;충격/NNG,5,2,9
미처리/NNG,3,0,3
교례/NNG,1,0,0
알거지/NNG,2,0,0
연좌제/NNG,3,2,2
파렴치한/NNG,1,0,0
뜨려/VV,2,3,3
금융위기/NNG;확산/NNG,22,10,88
경제/NNG;침체/NNG;늪/NNG;빠지/VV,6,3,4
하락/NNG;소득/NNG;증가/NNG,5,2,1
금리/NNG;하락/NNG;멈추/VV;않/VX,4,1,2
전망/NNG;매우/MAG;불투명/NNG,11,1,3
국제/NNG;유가/NNG;우려/NNG,9,1,5
택용/NNG,1,0,0
대광/NNG,2,0,1
역외/NNG;많/VA,9,3,9
위험자산/NNG;투자/NNG;제한/NNG,2,0,0
에스아이/NNG,4,0,1
회복/NNG;이어지/VV;회복/NNG,1,1,1
가격/NNG;약세/NNG;면하/VV;못하/VX,7,5,6
신흥국/NNG;외환위기/NNG;우려/NNG,4,2,1
성장/NNG;회복/NNG;지연/NNG,2,2,2
위기/NNG;피하/VV;없/VA,2,3,1
개선/NNG;주택시장/NNG;회복/NNG,2,0,2
회복/NNG;심리/NNG;개선/NNG,1,0,2
안전자산/NNG;선호/NNG;힘입/VV;강세/NNG,2,0,1
여전/NNG;금리/NNG;하락/NNG,1,0,1
경기/NNG;상승/NNG;금리/NNG;인상/NNG,2,0,3
불안/NNG;급등/NNG,5,3,7
부진/NNG;위안/NNG;절하/NNG,5,0,2
현사/NNG,1,1,5
안전자산/NNG;선호/NNG;아니/VCN,1,0,1
글로벌/NNG;경기/NNG;둔화/NNG;우려/NNG;완화/NNG,6,2,4
인상/NNG;개선/NNG,3,0,2
채권/NNG;금리/NNG;하락/NNG;견인/NNG,1,1,1
국채/NNG;금리/NNG;하락/NNG;부담/NNG,1,0,0
장기물/NNG;채권시장/NNG;강세/NNG,2,0,1
매출/NNG;영업이익/NNG;줄/VV,1,1,2
정책/NNG;억제/NNG,4,0,0
경제/NNG;성장률/NNG;물가/NNG;전망/NNG;하향/NNG,1,4,2
고용/NNG;지표/NNG;호조/NNG;금리/NNG;상승/NNG,2,0,1
하락/NNG;압력/NNG;받/VV;가능성/NNG;높/VA,4,2,2
미약/NNG;경제/NNG;성장/NNG,1,1,2
완화/NNG;기대/NNG;확산/NNG,8,0,6
기대/NNG;확산/NNG;차단/NNG,1,0,1
국채선물/NNG;낮/VA,3,0,0
개선/NNG;가속/NNG,7,0,8
예상/NNG;달리/MAG;상승/NNG,4,0,10
채권/NNG;가격/NNG;지지/NNG,4,4,0
금리/NNG;인상/NNG;자본/NNG;유출/NNG;위험/NNG,1,0,1
만성병/NNG,3,0,1
농림수산부/NNG,2,0,2
채권시장/NNG;거래/NNG;증가/NNG,2,0,0
피셔방정식/NNG,7,0,1
병환/NNG,2,0,0
느리/VA;속도/NNG;회복/NNG,6,4,4
불황형/NNG;경상/NNG;수지/NNG;흑자/NNG,2,5,3
외국인/NNG;자본/NNG;우려/NNG,1,0,0
도려낸/VV,2,0,0
생산/NNG;수출/NNG;둔화/NNG,3,1,2
금리/NNG;이전/NNG;높/VA,2,0,2
자금시장/NNG;불확실성/NNG,2,0,3
글로벌/NNG;주식시장/NNG;불안/NNG,22,6,6
약화/NNG;수출/NNG;둔화/NNG,1,1,1
위기/NNG;상승/NNG,4,0,4
전망/NNG;경기/NNG;하방/NNG;위험/NNG,1,1,0
자금이동/NNG;강화/NNG,1,0,2
제한적/VAX;하방/NNG,1,0,2
약화/NNG;증시/NNG;상승/NNG,3,0,2
손쓰/VV,1,2,1
창업투자조합/NNG,1,1,0
인상/NNG;문제/NNG;인상/NNG,3,1,2
실정법/NNG,6,1,3
섰으며/VV,4,1,2
숙취현상/NNG,1,0,0
최대/NNG;추락/NNG,2,0,1
부양/NNG;아니/VCN,10,2,3
페가나/NNG,1,0,0
수출입/NNG;확대/NNG,2,0,0
마켓셰어/NNG,2,1,0
카브/NNG,1,1,0
경상/NNG;적자/NNG;재정/NNG;적자/NNG,7,2,5
유보이익/NNG,5,3,1
부채/NNG;질적/VAX;구조/NNG;개선/NNG,1,0,1
경기/NNG;흔들/VV,6,2,10
완화/NNG;가계/NNG;대출/NNG;증가/NNG,1,1,0
각공/NNG,1,0,0
大國/NNG,5,0,4
흘려버릴/VV,1,0,0
금자/NNG,2,2,1
경제/NNG;소폭/MAG;개선/NNG,2,0,2
전망/NNG;바닥/NNG,6,0,2
실적발표/NNG;부담/NNG,3,1,5
기대/NNG;나쁘/VA,4,0,2
유가/NNG;급락/NNG;우려/NNG,3,1,4
fed/NNG;양적완화/NNG;확대/NNG,3,1,7
페더레이션/NNG,1,1,2
부진/NNG;안전자산/NNG;선호/NNG;강화/NNG,1,0,0
글로벌/NNG;경기/NNG;침체/NNG;위험/NNG,4,0,1
금리/NNG;인하/NNG;시작/NNG;인하/NNG,1,0,0
물가/NNG;상승률/NNG;가격/NNG;하락/NNG,2,1,1
당분간/MAG;물가/NNG;상승/NNG,6,2,2
현금흐름/NNG;안정/NNG,2,4,3
국제/NNG;유가/NNG;물가/NNG;상승/NNG,2,0,0
저유가/NNG;일시적/VAX,3,5,2
꿰맬/VV,1,0,4
농수산물도매시장/NNG,3,3,6
은행/NNG;우려/NNG;높/VA,1,0,1
산업/NNG;생산/NNG;좋/VA;않/VX,4,0,2
예상/NNG;부합/NNG;감소/NNG,1,0,1
둔화/NNG;바닥/NNG,3,3,1
외부부채/NNG,3,0,0
관련짓/VV,1,0,0
국채선물시장/NNG;금리/NNG;인하/NNG,7,3,4
개혁/NNG;위험/NNG,1,2,4
부체/NNG,1,1,0
진추/NNG,2,0,1
뵀/VV,1,1,3
전극/NNG,5,7,1
재정투융자제도/NNG,1,0,0
들러붙/VV,2,0,0
휭/MAG,2,0,0
낙과/NNG,4,3,5
낙폭/NNG;축소/NNG;하락/NNG,3,2,1
원가/NNG;인상/NNG,6,2,4
압두/NNG,1,0,1
위축/NNG;금리/NNG;인상/NNG,2,2,4
시중/NNG;금리/NNG;하단/NNG,1,0,0
하락/NNG;원자재/NNG;가격/NNG;하락/NNG,1,1,2
물가/NNG;전망/NNG;하방/NNG,1,0,0
꺼낸다면/VV,2,0,0
서부텍사스산원유/NNG;선물/NNG;내리/VV,1,0,1
금리/NNG;방향/NNG;불확실/NNG,2,1,0
당분간/MAG;금리/NNG;인하/NNG;없/VA,8,1,1
중수로/NNG,4,1,2
투자/NNG;매력/NNG;살/VV,2,1,1
수요예측/NNG;호조/NNG,2,0,0
밑단/NNG,4,1,4
목만/NNG,1,0,0
단기물/NNG;강세/NNG;제한/NNG,1,0,1
재투입/NNG,3,0,2
채권/NNG;신용스프레드/NNG;확대/NNG,4,1,2
유동성/NNG;위험/NNG;신용위험/NNG,2,2,2
투자심리/NNG;빨리/MAG;냉각/NNG,10,1,7
탁업/NNG,5,0,2
환매조건부매도/NNG,1,1,2
난외계정/NNG,3,0,1
기초가격/NNG,1,0,0
난외/NNG,2,0,1
수주/NNG;긍정적/VAX,6,1,2
금융시장/NNG;쏟/VV,4,0,2
創業/NNG,4,2,4
板/NNG,5,1,3
재정/NNG;지원/NNG;늘/VV,1,6,1
거둬온/VV,1,1,0
경제/NNG;일시적/VAX;둔화/NNG,4,3,0
기업/NNG;펀더멘털/NNG;악화/NNG,0,1,2
정체/NNG;부담/NNG,0,1,1
완전히/MAG;금리/NNG;인상/NNG,0,1,1
인터넷데이터센터/NNG,1,1,0
어렵/VA;통화/NNG;완화/NNG,2,1,2
마지노/NNG,1,1,2
일으켰으나/VV,1,2,1
해지/NNG;금리/NNG;내리/VV,1,2,1
분견/NNG,0,1,0
아까워/VV,0,1,0
안해/NNG,1,1,0
료법/NNG,2,1,0
그런만큼/MAG,0,1,0
유가/NNG;경계/NNG,1,1,1
약간/MAG;스티프닝/NNG,6,4,6
明月/NNG,0,1,0
다이내믹/NNG,8,4,10
다향/NNG,2,1,1
금리/NNG;인상/NNG;풀/VV,0,2,0
하락/NNG;비관/NNG,2,1,2
끝없/VA,1,2,4
파킨슨병/NNG,2,4,7
사멸/NNG,0,3,3
중간엽줄기세포/NNG,0,1,0
뛰어내려/VV,3,1,5
인하/NNG;최대/NNG,6,2,7
달려갔/VV,5,1,3
공급/NNG;지준율/NNG;인하/NNG,1,1,0
기대/NNG;가지/VV;어렵/VA,3,1,2
디레/NNG,4,2,7
력정/NNG,1,3,2
재산관리/NNG,5,3,4
하근/NNG,0,1,4
황성/NNG,10,4,9
상교/NNG,0,1,0
홍기/NNG,3,1,0
준명/NNG,0,1,2
한재/NNG,0,1,0
도경/NNG,1,1,1
권형/NNG,3,1,0
재랑/NNG,0,1,1
노영/NNG,0,1,1
임석/NNG,4,1,7
신귀/NNG,0,1,0
정균/NNG,0,1,0
익호/NNG,1,1,0
운환/NNG,0,1,0
태학/NNG,0,2,0
강기/NNG,1,2,3
우재/NNG,0,1,0
구형관/NNG,0,1,0
광현/NNG,0,1,0
노재/NNG,0,1,0
오형/NNG,0,1,0
순철/NNG,0,1,1
병교/NNG,0,1,0
익춘/NNG,0,1,0
해영/NNG,1,1,0
문병/NNG,1,2,1
특작/NNG,5,2,2
두류/NNG,0,2,0
조창/NNG,1,1,3
정운/NNG,4,2,1
도언/NNG,0,1,0
갑수/NNG,0,1,0
하영/NNG,0,2,1
상주서/NNG,1,1,0
종석/NNG,0,2,0
양병/NNG,0,2,3
추성/NNG,0,2,0
기송/NNG,0,2,0
오미란/NNG,0,2,0
환오/NNG,0,2,0
귀석/NNG,0,2,0
지구력/NNG,1,2,2
유동성/NNG;공급/NNG;지준율/NNG;인하/NNG,0,1,1
인하/NNG;과도/NNG,0,2,0
경제/NNG;둔화/NNG;우려/NNG;높/VA,4,1,5
신흥시장/NNG;성장/NNG;둔화/NNG,14,9,16
위기/NNG;전이/NNG;우려/NNG,1,1,0
무역/NNG;적자/NNG;높/VA,0,1,2
여전이/MAG,2,2,5
유하/NNG,0,3,1
무죄추정/NNG,0,1,1
열리/NNG,4,1,2
브렌트유/NNG;가격/NNG;하락/NNG,2,3,4
독인/NNG,1,2,3
트래블러/NNG,2,4,1
하락/NNG;상품/NNG;가격/NNG;하락/NNG,3,1,3
투자심리/NNG;서서히/MAG;회복/NNG,2,1,3
밀어붙여야/VV,2,2,1
하르츠개혁/NNG,1,8,1
방간/NNG,0,1,0
조아/NNG,1,7,5
채권투자/NNG;우호적/VAX,3,2,1
소비자/NNG;물가/NNG;상승/NNG;최저/NNG,2,3,4
소비/NNG;심리/NNG;나쁘/VA,2,1,2
경제/NNG;밝/VA;않/VX,1,1,0
경제/NNG;지표/NNG;완만/NNG;회복/NNG,2,1,0
변동성/NNG;점차/MAG;줄/VV,3,3,3
불안/NNG;금리/NNG;인상/NNG;지연/NNG,3,2,3
경제/NNG;지표/NNG;꺾/VV,1,3,0
재정환율/NNG;오르/VV,0,1,0
유로존/NNG;pmi/NNG;상승/NNG,1,3,0
수출/NNG;경기/NNG;하방/NNG,0,1,0
소모량/NNG,1,4,2
불호/NNG,0,2,0
국채/NNG;금리/NNG;지지/NNG,1,5,3
지표물/NNG;금리/NNG;떨어/VV,1,1,3
분공/NNG,0,1,0
명간/NNG,0,1,0
지킨단/VV,0,1,0
엽기/NNG,3,4,1
國父/NNG,0,1,2
낙제생/NNG,0,4,1
은총/NNG,0,2,1
따돌려야/VV,0,1,1
여력/NNG;하락/NNG,1,1,1
아베트레이드/NNG,0,2,2
스핑크스/NNG,0,3,1
바닐라/NNG,2,3,4
소유인/NNG,1,1,3
망해도/VV,5,2,5
가격/NNG;파운드/NNG;떨어/VV,2,2,2
주택도시보증/NNG,1,1,0
부도난/VV,8,4,10
가족력/NNG,4,3,2
둘리/VV,1,2,0
열점/NNG,0,1,0
거비/NNG,3,1,0
둔화/NNG;글로벌/NNG;경기/NNG;불확실성/NNG,0,1,0
과보호/NNG,5,3,2
엊그제/NNG,20,3,7
하락/NNG;위축/NNG,6,5,4
황적/NNG,0,1,0
국고채/NNG;장단기스프레드/NNG;축소/NNG,0,1,0
금리/NNG;부담/NNG;확대/NNG,0,2,0
예상/NNG;경로/NNG;이탈/NNG,0,1,0
채권/NNG;신용위험/NNG,5,3,8
실수요자/NNG;늘/VV,4,2,5
자본생산성/NNG,3,1,3
가계/NNG;자산/NNG;감소/NNG,2,2,6
펀더멘털/NNG;채권시장/NNG;우호적/VAX,2,3,2
찾아뵙/VV,3,1,2
지수/NNG;저점/NNG;상승/NNG,2,1,0
무증/NNG,1,0,0
초연/NNG,10,3,10
지표/NNG;기업/NNG;실적/NNG;부진/NNG,4,3,3
하락/NNG;디플레이션/NNG;위험/NNG,2,1,2
朝三暮四/NNG,2,1,3
나약/NNG,3,0,0
매표소/NNG,1,1,1
글로벌/NNG;금융위기/NNG;줄/VV,1,1,2
우려/NNG;경기/NNG;둔화/NNG;우려/NNG,5,1,6
인상/NNG;디폴트/NNG;우려/NNG,1,2,6
각박/NNG,2,1,4
부푼/VV,18,10,9
쓸어가/VV,1,2,1
가야지/NNG,1,0,0
사기도박/NNG,2,1,1
하락/NNG;원달러/NNG;오르/VV,1,0,0
fed/NNG;산업/NNG;생산/NNG;감소/NNG,2,0,1
인플레이션/NNG;전망/NNG;안정/NNG,6,2,6
산업/NNG;생산/NNG;약세/NNG,2,0,1
지출/NNG;강세/NNG,2,0,3
외국환관리법/NNG,2,0,1
자통법/NNG,77,24,214
정금/NNG,49,15,47
융국/NNG,1,0,0
곰살맞/VA,1,0,0
재개의/NNG,2,0,0
똥파리/NNG,3,1,0
경제/NNG;예상/NNG;웃돌/VV,4,2,1
높/VA;충격/NNG,7,1,6
광의/NNG;통화/NNG;증가율/NNG;상승/NNG,3,1,1
수출품/NNG;가격/NNG;상승/NNG,3,1,2
금치산자/NNG,1,0,0
정후/NNG,8,2,6
침체/NNG;경제/NNG;확산/NNG,8,0,0
금융시장/NNG;개선/NNG,27,10,32
나눠질/VV,2,0,2
깎여서/VV,1,0,0
급락/NNG;제한적/VAX,6,1,3
의구심/NNG;상승/NNG,1,1,2
최소수/NNG,4,3,1
인플레이션/NNG;심각/NNG,35,2,13
유로존/NNG;부담/NNG,5,1,3
감온/NNG,1,0,1
비정/NNG,1,1,2
손괴/NNG,2,2,1
상층/NNG,2,1,2
제트기류/NNG,2,0,0
중위도/NNG,1,0,0
수갑/NNG,7,1,6
판매대리점/NNG,5,0,1
장항/NNG,6,3,11
글로벌/NNG;금융위기/NNG;과도/NNG,1,0,0
경착륙/NNG;가능성/NNG;배제/NNG,5,1,0
경제/NNG;성장률/NNG;저점/NNG,6,2,1
은행/NNG;부실/NNG;확대/NNG,4,1,2
취약/NNG;개선/NNG,4,8,9
中有/NNG,3,0,0
전미경제조사국/NNG,5,1,12
급락/NNG;안정/NNG,6,0,2
우려/NNG;해소/NNG;않/VX,1,0,0
경착륙/NNG;아니/VCN,4,4,3
표피/NNG,1,0,1
온존/NNG,1,0,1
도트/NNG,2,0,2
직접지불제/NNG,4,0,5
농림업/NNG,6,4,3
경쟁라운드/NNG,3,0,0
파보/NNG,1,0,0
지지벽/NNG,1,0,1
건단/NNG,2,0,2
기업/NNG;호황/NNG,5,1,3
외국차관/NNG,2,0,0
손태/NNG,1,0,0
톤수/NNG,1,0,3
변해/NNG,1,0,1
금쪽같/VA,1,0,1
투자자문가/NNG,3,1,4
신용등급/NNG;상향/NNG;하향/NNG,3,0,2
하향/NNG;많/VA,1,0,0
우등생/NNG,14,1,9
지표/NNG;부진/NNG;경제/NNG;회복/NNG,2,1,2
설비/NNG;투자/NNG;축소/NNG,5,5,4
쉬워진다는/VA,1,1,1
자금/NNG;조달/NNG;금리/NNG;상승/NNG,10,7,9
국제/NNG;유가/NNG;하락/NNG;금융시장/NNG;불안/NNG,1,0,0
등락장/NNG,7,3,2
합벽/NNG,1,0,0
불안/NNG;가능성/NNG;높/VA,10,2,3
금리/NNG;인하/NNG;약하/VA,2,0,1
까치/NNG,11,2,5
리메/NNG,6,2,6
역의/NNG,1,1,0
솔리/NNG,9,0,1
이중창/NNG,2,0,1
웅산/NNG,2,0,0
나부/NNG,4,0,0
고임대/NNG,1,0,0
공정대/NNG,1,0,0
약분/NNG,6,5,6
상저하고/NNG;경기/NNG;회복/NNG,2,0,1
gdp/NNG;예상/NNG;하회/NNG,14,3,3
물가/NNG;하락/NNG;소비자/NNG;물가/NNG;하락/NNG,1,1,0
소비자/NNG;물가/NNG;완만/NNG;상승/NNG,3,1,3
유로존/NNG;증시/NNG;하락/NNG,1,1,3
생산/NNG;지표/NNG;둔화/NNG,2,1,1
영업이익률/NNG;상승/NNG,7,2,11
가셔/VV,2,0,1
불안/NNG;대외/NNG;악재/NNG,3,3,4
혈/NNG,3,4,4
관염/NNG,1,0,0
국고채/NNG;금리/NNG;제한적/VAX,5,1,3
외평채/NNG;스프레드/NNG;상승/NNG,17,1,10
채권/NNG;스프레드/NNG;상승/NNG,3,0,5
약화/NNG;효과/NNG,1,0,4
浮動/NNG,1,1,4
불자/NNG,13,2,30
택지개발예정지구/NNG,3,0,2
급락/NNG;경기/NNG;하락/NNG,0,0,8
안정/NNG;바닥/NNG,1,0,1
하향/NNG;이탈/NNG;어렵/VA,0,0,1
흡수/NNG;효과/NNG,18,1,7
금리/NNG;오름/NNG;제한/NNG,12,2,11
들이켰/VV,2,0,2
군제/NNG,1,0,2
금리/NNG;달러원/NNG;급락/NNG,0,1,4
책략/NNG,2,5,3
투자/NNG;지표/NNG;둔화/NNG,0,1,2
서비스업/NNG;높/VA,2,1,3
투자/NNG;하방/NNG,1,0,1
퇴출기업/NNG,8,2,18
혈혈단신/NNG,0,0,1
숨졌으며/VV,2,0,4
순한/VA,2,3,1
식스시그마/NNG,0,1,2
아지/NNG,2,2,2
창아/NNG,0,0,2
조성지/NNG,0,0,1
자금/NNG;수요/NNG;흡수/NNG,1,3,1
유동성/NNG;영향/NNG;줄/VV,1,2,2
외환준비/NNG,1,1,7
단기/NNG;예금/NNG;금리/NNG;마이너스/NNG,5,13,7
자금/NNG;조달/NNG;금리/NNG;하락/NNG,4,1,2
둔화/NNG;인플레이션/NNG;하락/NNG,2,2,2
ecb/NNG;유동성/NNG;풀/VV,1,0,3
헝클어졌/VV,0,0,2
매무새/NNG,1,0,1
괘씸죄/NNG,4,0,8
통화정책/NNG;완화/NNG;경기/NNG;부양/NNG,1,1,2
둔화/NNG;수출/NNG;경기/NNG;부진/NNG,0,0,1
투자/NNG;소비/NNG;개선/NNG,1,1,3
삿집/NNG,0,0,1
뿔뿔이/MAG,4,1,2
정했으나/VV,0,1,4
차/NNG;금리/NNG;인상/NNG,0,0,2
경기/NNG;부양/NNG;효과/NNG;약화/NNG,7,0,3
물가/NNG;인하/NNG,11,3,12
채권시장/NNG;주가/NNG;하락/NNG,4,0,3
부진/NNG;환율/NNG;상승/NNG,1,5,3
경보등/NNG,1,0,1
유로존/NNG;물가/NNG;하락/NNG,4,3,5
유동화/NNG;어렵/VA,3,0,6
기갑/NNG,1,3,1
타임아웃/NNG,1,0,1
장기물/NNG;국고채/NNG;금리/NNG;상승/NNG,0,1,1
하락/NNG;압력/NNG;지지/NNG,0,1,1
터덜터덜/MAG,0,0,1
차비/NNG,8,0,6
마권/NNG,1,0,3
앉은뱅이/NNG,0,0,4
난방유/NNG;수요/NNG;증가/NNG,11,8,7
아이스링크/NNG,1,3,2
ecb/NNG;금융시장/NNG;안정/NNG,5,2,4
전망/NNG;하락/NNG;위험/NNG,3,0,5
늘어납니다/VV,4,6,2
갈립니다/VV,3,0,2
주택/NNG;판매/NNG;급증/NNG,3,1,2
펀더멘털/NNG;개선/NNG;없/VA,2,1,2
양적완화/NNG;확장/NNG,0,2,2
스노마겟돈/NNG,4,0,1
매출/NNG;저조/NNG,2,0,3
채권/NNG;금리/NNG;추세/NNG;하락/NNG,2,1,2
실물/NNG;경제/NNG;악영향/NNG;우려/NNG,2,0,1
침체/NNG;최악/NNG,3,4,2
국채/NNG;고금리/NNG,4,0,3
곤두박질쳐/VV,1,2,0
하나라/NNG,5,1,0
채권/NNG;투자/NNG;증가/NNG,2,0,0
순이자이익/NNG;감소/NNG,13,1,9
영선/NNG,3,0,2
반보/NNG,2,0,4
領/NNG,1,0,0
大同/NNG,1,0,0
가격/NNG;지수/NNG;상승/NNG,2,0,2
그르치/VV,5,2,2
경기/NNG;둔화/NNG;수요/NNG;감소/NNG,2,1,3
경기/NNG;지지부진/NNG,4,0,2
반산/NNG,1,0,0
민얼굴/NNG,1,0,0
흉할/VA,1,0,0
정책/NNG;많/VA;않/VX,2,0,3
공포/NNG;높/VA,2,0,3
걸지/VA,1,0,0
조울증/NNG,6,2,6
한숨지/VV,2,0,0
울렁대/VV,1,0,0
쓸/NNG,1,0,1
사르르/MAG,1,0,0
미다스/NNG,2,2,9
책벌레/NNG,2,0,0
바칩니다/VV,1,0,0
베려/VV,1,0,0
광어회/NNG,1,0,0
탕수육/NNG,4,1,1
해외/NNG;투자/NNG;축소/NNG,2,0,1
인플레이션/NNG;촉발/NNG;우려/NNG,2,0,1
경기/NNG;둔화/NNG;가속/NNG,13,3,17
외채/NNG;상환/NNG;부담/NNG,7,3,7
재정/NNG;약화/NNG,2,1,1
쉽사리/MAG;금리/NNG;인상/NNG,2,2,1
신흥국/NNG;성장/NNG;모멘텀/NNG;약화/NNG,2,2,2
경기/NNG;둔화/NNG;약세/NNG,1,0,1
경장/NNG,9,11,6
지수/NNG;정체/NNG,4,1,3
용린/NNG,2,4,1
인플레이션/NNG;잡/VV;금리/NNG;오르/VV,3,1,3
글로벌/NNG;경기/NNG;둔화/NNG;우려/NNG;확대/NNG,2,1,1
전망/NNG;완만/NNG;경기/NNG;회복/NNG,1,1,2
경제/NNG;하방/NNG;위험/NNG;확대/NNG,2,6,6
외국인/NNG;채권시장/NNG;이탈/NNG;우려/NNG,4,0,1
탈도/NNG,9,1,2
기왕/MAG,6,2,6
봤었/VV,16,6,11
지출/NNG;위험/NNG,1,2,1
불안/NNG;확산/NNG;막/VV,9,2,5
한국감정평가협회/NNG,1,0,0
인창/NNG,3,0,0
신용등급/NNG;상하향/NNG,2,0,1
하락/NNG;가능성/NNG;우려/NNG,6,2,3
부서지/VV,3,1,1
떼죽음/NNG,8,1,5
댄다고/VV,1,0,2
장삿속/NNG,5,2,4
무원/NNG,3,0,0
위험/NNG;금리/NNG;오르/VV,2,1,0
중화학공업/NNG,31,11,46
철도대/NNG,4,0,2
하락/NNG;가능성/NNG;확대/NNG,1,0,0
부양/NNG;반대/NNG,3,1,1
예상/NNG;글로벌/NNG;경기/NNG;회복/NNG,1,0,2
무너져야/VV,1,2,2
당겨진/VV,8,2,4
글로벌/NNG;금융시장/NNG;높/VA,2,2,3
뒤돌아봤/VV,3,0,0
모인다는/VV,3,0,1
악화/NNG;가능성/NNG;낮/VA,3,1,2
출구전략/NNG;우려/NNG,61,29,98
금리/NNG;인상/NNG;시작/NNG;아니/VCN,2,0,0
유로존/NNG;위기/NNG;불안/NNG,3,5,0
가팔르/VA,1,0,0
가로선/NNG,1,0,2
고정수익증권/NNG,1,1,1
금리/NNG;경제/NNG;둔화/NNG,2,0,0
하락/NNG;여지/NNG;높/VA,3,0,2
펀더멘털/NNG;저하/NNG,1,1,0
노부모/NNG,20,5,16
