,hawkish,neutral,dovish
하락/NNG;효과/NNG;상쇄/NNG,0,0,1
물가/NNG;안정/NNG;저해/NNG,0,0,1
경제/NNG;수출/NNG;부진/NNG,0,0,1
수출/NNG;생산/NNG;둔화/NNG,0,0,1
수출/NNG;생산/NNG;증가/NNG,0,0,2
높/VA;공공요금/NNG;인상/NNG,0,0,1
경기/NNG;불확실성/NNG;높/VA,2,0,2
산업/NNG;생산/NNG;개선/NNG,0,0,1
경제/NNG;수출/NNG;증가/NNG,3,1,2
내수/NNG;성장/NNG;약화/NNG,0,0,1
수출/NNG;감소/NNG;성장/NNG,0,0,1
인상/NNG;임금/NNG;상승/NNG,0,0,1
미약/NNG;경기/NNG;회복/NNG,0,0,1
견실/NNG;경제/NNG;성장/NNG,0,1,2
소비/NNG;투자/NNG;호조/NNG,4,2,2
생산/NNG;수출/NNG;증가/NNG,3,0,1
성장/NNG;약화/NNG;우려/NNG,0,0,1
수요/NNG;둔화/NNG;우려/NNG,0,0,1
명목/NNG;임금/NNG;상승/NNG,1,0,1
가격/NNG;부담/NNG;하락/NNG,0,0,1
금리/NNG;인하/NNG;하락/NNG,0,0,2
수요/NNG;소폭/MAG;증가/NNG,0,0,1
우려/NNG;목소리/NNG;크/VV,3,1,1
제품/NNG;가격/NNG;오르/VV,1,0,1
금리/NNG;갭/NNG;축소/NNG,0,0,1
경기/NNG;전망/NNG;낮/VV,0,0,1
높/VA;임금/NNG;상승/NNG,2,0,1
인상/NNG;압력/NNG;높/VA,0,0,1
디레버리징/NNG;강화/NNG,0,1,2
인플레이션/NNG;경계/NNG,1,0,1
농축수산물/NNG;하락/NNG,0,0,1
외화자금/NNG;확보/NNG,0,0,1
대부업/NNG;고금리/NNG,0,0,1
해외/NNG;불확실성/NNG,1,0,1
경기/NNG;지지부진/NNG,0,0,1
경기순환/NNG;회복/NNG,0,0,1
유로존/NNG;개선/NNG,0,0,1
유로존/NNG;이탈/NNG,0,0,1
상승률/NNG;안정/NNG,0,0,1
일시적/VAX;불안/NNG,0,0,1
부동산/NNG;불안/NNG,1,0,1
글로벌/NNG;성장/NNG,0,0,1
가동률/NNG;상승/NNG,2,0,3
금리/NNG;고금리/NNG,2,0,1
하락/NNG;제한적/VAX,0,0,1
변동성/NNG;상승/NNG,0,0,1
위기/NNG;방지/NNG,0,0,1
대출비율/NNG;높/VA,0,0,1
구조/NNG;확대/NNG,0,0,1
차입/NNG;제약/NNG,0,0,1
재정/NNG;건전/NNG,0,0,1
불안/NNG;확대/NNG,1,0,1
유가/NNG;안정/NNG,0,0,1
하락/NNG;전환/NNG,4,1,7
수입/NNG;감소/NNG,1,1,2
지출/NNG;확대/NNG,2,0,1
우려/NNG;증대/NNG,1,0,3
고용/NNG;회복/NNG,2,0,2
개선/NNG;악화/NNG,0,0,1
대외/NNG;불안/NNG,0,0,1
회복/NNG;지연/NNG,3,0,4
고용/NNG;부진/NNG,11,1,2
부진/NNG;개선/NNG,0,0,1
둔화/NNG;감소/NNG,0,0,1
물가/NNG;경계/NNG,1,0,1
약화/NNG;추세/NNG,0,0,1
물가/NNG;압력/NNG,4,0,3
아직/MAG;성장/NNG,2,0,1
완화/NNG;위험/NNG,0,0,1
재정/NNG;악화/NNG,0,0,2
재고/NNG;증가/NNG,3,1,2
가격/NNG;부진/NNG,0,0,1
적자/NNG;축소/NNG,1,1,2
부진/NNG;최저/NNG,0,0,1
양호/NNG;증가/NNG,0,0,1
더디/VA;회복/NNG,0,0,1
실업률/NNG;높/VA,3,1,2
비용/NNG;높/VA,1,0,1
타격/NNG;줄/VV,0,0,1
수익/NNG;늘/VV,1,0,1
높/VA;완화/NNG,0,0,1
회복/NNG;높/VA,0,0,1
물가/NNG;높/VA,2,3,4
인상/NNG;높/VA,0,0,1
독려/NNG,1,0,4
기다려/VV,0,0,2
지루/NNG,0,0,1
토할/VV,0,0,1
기채/NNG,0,0,1
다자간/NNG,0,0,1
결제통화/NNG,0,0,2
침착/NNG,0,0,1
구들/NNG,0,0,1
저신용자/NNG,1,0,1
붕/NNG,0,0,1
괴/NNG,0,0,1
찍/VV,0,0,1
하우스푸어/NNG,0,0,1
거치기간/NNG,1,0,2
복지/NNG,1,3,3
어우러지/VV,0,0,1
내입금/NNG,0,0,1
재생산/NNG,0,0,1
심사숙고/NNG,1,0,1
사채/NNG,1,0,1
농어민/NNG,0,0,1
맡길/VV,0,0,1
분쟁/NNG,1,0,1
소송/NNG,1,0,1
예정자/NNG,0,0,1
패소/NNG,0,0,1
장함/NNG,0,0,1
요즘/NNG,0,0,1
경계선/NNG,0,0,1
누그러질/VV,0,0,2
사금융시장/NNG,0,0,1
보대/NNG,1,0,2
낮춤/NNG,0,0,1
믹스/NNG,2,1,2
무상/NNG,1,2,1
보육/NNG,1,1,1
사라져/VV,0,0,1
불러일으킬/VV,0,0,1
막연/NNG,0,0,3
매시간/MAG,0,0,1
폐쇄경제/NNG,0,0,1
얽매/VV,0,0,1
경제운용계획/NNG,0,0,1
질의응답/NNG,0,0,1
진이/XSV,15,6,12
분히/MAG,1,0,2
재선거/NNG,0,0,1
지지부진/NNG,0,0,1
무상급식/NNG,0,5,1
떠받치/VV,0,0,1
둘러/VV,0,1,1
벗어났으나/VV,1,0,1
다행/NNG,0,0,2
식료품/NNG,4,2,6
경비/NNG,0,0,1
지출비중/NNG,2,1,2
분위/NNG,1,0,4
고소/NNG,0,0,1
트리클다운/NNG,0,0,1
전망대/NNG,0,0,1
난달/NNG,2,0,1
저축은행사태/NNG,3,0,1
예산편성/NNG,0,0,2
가집행/NNG,0,0,1
력도/NNG,1,0,1
달째/NNG,0,0,1
전기요금/NNG,0,2,1
교통비/NNG,0,0,1
손절/NNG,1,0,1
채무국/NNG,3,2,4
보정/NNG,0,1,1
至難/NNG,0,0,1
최적통화지역/NNG,0,0,1
망라/NNG,0,0,2
장기계획/NNG,0,0,1
터/NNG,3,2,1
대증/NNG,0,0,1
對症/NNG,0,0,1
다발/NNG,1,0,1
환규/NNG,0,0,1
모의/NNG,0,0,1
정목/NNG,4,1,4
두바이유/NNG,1,0,1
오락/NNG,2,0,1
거용/NNG,1,0,2
출모/NNG,0,0,1
가동률/NNG,22,4,15
잔/NNG,1,0,1
신용카드결제/NNG,0,0,1
결제자금/NNG,3,1,1
부동산업/NNG,2,0,1
해상/NNG,0,0,1
운송업/NNG,0,0,1
세계/NNG;경제/NNG;성장률/NNG;전망/NNG;상향/NNG,1,0,0
경상/NNG;수지/NNG;상품/NNG;수지/NNG;흑자/NNG,7,2,2
cds/NNG;프리미엄/NNG;소폭/MAG;하락/NNG,1,0,0
경제/NNG;성장/NNG;경로/NNG;불확실성/NNG,2,0,1
성장/NNG;경로/NNG;불확실성/NNG;확대/NNG,2,0,0
소비자/NNG;물가/NNG;상승률/NNG;둔화/NNG,1,0,0
국제/NNG;유가/NNG;지정학/NNG;위험/NNG,1,0,0
물가/NNG;경로/NNG;상하방/NNG;위험/NNG,1,0,0
낮/VA;근원/NNG;인플레이션/NNG;하락/NNG,1,1,0
유로존/NNG;경제/NNG;지표/NNG;부진/NNG,1,1,1
선진국/NNG;국채/NNG;금리/NNG;하락/NNG,1,0,0
금리/NNG;인하/NNG;금리/NNG;인상/NNG,1,0,0
경기/NNG;동행/NNG;지수/NNG;하락/NNG,1,1,1
경기/NNG;회복/NNG;물가/NNG;안정/NNG,1,1,1
하락/NNG;제품/NNG;가격/NNG;하락/NNG,1,0,0
성장/NNG;경로/NNG;불확실성/NNG;높/VA,1,0,0
인상/NNG;국제/NNG;유가/NNG;상승/NNG,1,0,0
세계/NNG;경제/NNG;완만/NNG;회복/NNG,2,0,0
경제/NNG;물가/NNG;상승/NNG;압력/NNG,1,0,1
금리/NNG;정책/NNG;여력/NNG;확보/NNG,1,0,0
경기/NNG;하방/NNG;위험/NNG;우세/NNG,1,0,0
지표/NNG;물가/NNG;상승/NNG;압력/NNG,2,0,0
우려/NNG;경제/NNG;지표/NNG;부진/NNG,1,0,0
기업/NNG;실적/NNG;부진/NNG;하락/NNG,2,0,0
원리금/NNG;상환/NNG;부담/NNG;늘/VV,3,0,0
유로존/NNG;재정위기/NNG;악화/NNG,1,0,0
국고채/NNG;일드커브/NNG;하방/NNG,1,0,0
통화정책/NNG;물가/NNG;안정/NNG,2,0,0
하락/NNG;정치/NNG;불확실성/NNG,1,0,0
경제/NNG;불확실성/NNG;확대/NNG,1,0,0
정치/NNG;불확실성/NNG;증대/NNG,1,0,0
고용자수/NNG;증가/NNG;축소/NNG,2,0,0
경제주체/NNG;심리/NNG;회복/NNG,1,0,0
재고/NNG;출하비율/NNG;상승/NNG,1,1,1
재정거래/NNG;유인/NNG;감소/NNG,1,0,0
대출/NNG;연체율/NNG;상승/NNG,3,0,0
유로존/NNG;우려/NNG;확대/NNG,1,0,0
원자재/NNG;수입/NNG;증가/NNG,1,0,1
유로존/NNG;재정/NNG;긴축/NNG,1,0,0
상승률/NNG;전망/NNG;하회/NNG,1,0,0
경기/NNG;상승/NNG;모멘텀/NNG,1,0,0
경제/NNG;성장률/NNG;둔화/NNG,2,0,0
공산품/NNG;가격/NNG;상승/NNG,1,0,0
물가/NNG;상승률/NNG;하회/NNG,1,0,0
내수/NNG;회복/NNG;모멘텀/NNG,1,0,0
전망/NNG;상하방/NNG;위험/NNG,1,0,0
제조업/NNG;수주/NNG;감소/NNG,1,1,0
소비자/NNG;물가/NNG;하락/NNG,2,0,0
지정학/NNG;위험/NNG;완화/NNG,2,0,1
연체율/NNG;소폭/MAG;상승/NNG,6,1,3
연체율/NNG;소폭/MAG;하락/NNG,1,0,0
경제/NNG;고용/NNG;개선/NNG,1,1,0
가격/NNG;상승/NNG;둔화/NNG,2,0,2
안정/NNG;노력/NNG;강화/NNG,1,0,0
수지/NNG;무역/NNG;흑자/NNG,1,0,0
지표/NNG;물가/NNG;압력/NNG,1,0,0
회복/NNG;속도/NNG;약화/NNG,1,0,0
부진/NNG;영향/NNG;성장/NNG,1,0,0
수출/NNG;예상/NNG;호조/NNG,1,0,0
아직/MAG;경기/NNG;상승/NNG,1,0,0
개선/NNG;완만/NNG;회복/NNG,1,0,0
소비/NNG;심리/NNG;회복/NNG,1,0,1
회복/NNG;임금/NNG;상승/NNG,1,0,0
물가/NNG;상승/NNG;확산/NNG,2,1,0
성장/NNG;속도/NNG;둔화/NNG,1,1,0
민간/NNG;내수/NNG;회복/NNG,1,0,0
투자/NNG;수요/NNG;부진/NNG,1,0,0
채소/NNG;가격/NNG;하락/NNG,1,0,0
생산/NNG;소폭/MAG;감소/NNG,3,1,2
gdp/NNG;성장률/NNG;낮/VA,2,0,0
생산/NNG;소폭/MAG;증가/NNG,1,2,1
하락/NNG;이어지/VV;하락/NNG,1,1,1
핵/NNG;지정학/NNG;위험/NNG,1,0,0
흑자/NNG;축소/NNG;흑자/NNG,1,0,0
차환/NNG;자금/NNG;확보/NNG,1,0,0
자본재/NNG;수입/NNG;늘/VV,1,0,0
잠재/NNG;성장률/NNG;넘/VV,1,0,0
어렵/VA;경기/NNG;회복/NNG,1,0,0
소비자/NNG;물가/NNG;낮/VA,1,0,0
국채/NNG;금리/NNG;낮/VA,1,0,0
전망/NNG;소폭/MAG;낮/VA,1,0,0
체감/NNG;물가/NNG;높/VA,1,0,0
물가/NNG;높/VA;상승/NNG,2,0,0
장단기스프레드/NNG;축소/NNG,6,0,1
재정위기/NNG;불확실성/NNG,1,0,1
장단기스프레드/NNG;줄/VV,1,0,0
유로존/NNG;불확실성/NNG,1,0,0
재정위기/NNG;위험/NNG,1,0,0
위험/NNG;불확실성/NNG,1,0,0
불확실성/NNG;증가/NNG,1,0,1
공공요금/NNG;안정/NNG,1,0,1
서비스업/NNG;감소/NNG,4,1,2
수지/NNG;흑자전환/NNG,2,0,1
부실/NNG;악순환/NNG,1,1,0
가동률/NNG;하락/NNG,1,1,0
저금리/NNG;양호/NNG,1,0,1
구조/NNG;악화/NNG,1,0,0
수요/NNG;급등/NNG,1,0,0
투자/NNG;증대/NNG,1,0,0
기대/NNG;인하/NNG,1,0,0
심리/NNG;호전/NNG,1,0,0
부채/NNG;감축/NNG,1,0,0
성장/NNG;긴축/NNG,1,0,0
여력/NNG;축소/NNG,1,0,1
임금/NNG;인상/NNG,2,0,0
둔화/NNG;부진/NNG,1,0,0
많/VA;불확실성/NNG,1,0,1
회복/NNG;추세/NNG,3,2,4
경기/NNG;양호/NNG,1,0,0
원가/NNG;인상/NNG,1,0,0
물가/NNG;불안/NNG,7,1,0
가격/NNG;상향/NNG,1,0,0
하락/NNG;축소/NNG,3,0,8
흑자/NNG;전환/NNG,4,1,4
재정/NNG;우려/NNG,1,1,1
우려/NNG;증가/NNG,1,0,0
기대/NNG;강세/NNG,1,0,0
기대/NNG;상승/NNG,1,0,1
우려/NNG;크/VV,2,0,0
통용/NNG,1,0,0
평화/NNG,1,0,0
전쟁/NNG,1,1,0
급등락/NNG,1,1,2
파인/NNG,1,0,0
튜닝/NNG,1,0,0
기대수익/NNG,1,0,0
디레/NNG,2,0,0
버리/NNG,2,0,0
징과/NNG,1,0,0
거주/NNG,2,0,1
기단/NNG,1,0,0
자간/NNG,2,0,0
분양가/NNG,2,0,0
전조/NNG,2,0,0
균형재정/NNG,1,0,0
나타난다면/VV,1,0,0
운영체제/NNG,3,0,0
공백/NNG,1,0,0
및/VV,3,0,1
만료/NNG,1,1,0
언론사/NNG,1,0,0
주임/NNG,1,0,0
드러났으므로/VV,1,0,0
넓혀서/VV,1,0,1
상용직/NNG,3,2,0
채소/NNG,11,4,2
빈도/NNG,1,1,1
배추/NNG,1,0,0
닭고기/NNG,1,0,0
최/NNG,6,0,0
조업일수/NNG,3,1,8
마이너/NNG,2,0,0
수주/NNG,33,9,19
감소분/NNG,1,1,0
비로/NNG,4,0,1
지적재산권/NNG,1,0,0
구/NNG,4,0,1
투기지역/NNG,2,0,0
양도세/NNG,3,0,0
발효/NNG,1,0,0
관보/NNG,1,0,0
게재/NNG,1,0,0
모임/NNG,1,0,0
동력/NNG,3,1,1
중심국/NNG,1,0,2
기여도/NNG,8,1,0
다지/VV,2,1,0
전하/VV,1,0,0
축인/VV,2,1,0
소순환/NNG,1,0,0
말씀/NNG,9,4,0
정신/NNG,1,0,0
등기/NNG,1,0,0
시스테믹리스크/NNG,1,1,0
극/NNG,1,0,0
석하/NNG,2,0,0
서도/NNG,3,0,1
도산/NNG,1,0,6
입가/NNG,1,0,0
드림/NNG,1,0,0
교체/NNG,2,1,1
신재정협약/NNG,1,0,0
주춤거리/VV,1,0,0
치는/XSV,1,0,0
고유가/NNG,43,4,7
低下/NNG,1,0,0
기준선/NNG,1,0,0
공산품/NNG,2,0,1
어지/NNG,1,0,0
용사/NNG,4,0,0
급식비/NNG,1,0,0
열/VV,2,2,0
실한/VA,3,1,2
집세/NNG,3,0,0
부단히/MAG,1,0,0
떠오르/VV,2,0,1
체/NNG,4,0,2
발사/NNG,2,0,0
무문/NNG,1,0,0
기중/NNG,1,0,0
중수/NNG,1,0,0
통관기준/NNG,1,0,0
고정자산/NNG,1,0,1
출하/NNG,15,3,6
내수산업/NNG,16,4,7
설수/NNG,22,5,13
주액/NNG,22,5,13
출하비율/NNG,17,4,12
행정/NNG,3,1,1
정액급/NNG,1,0,0
초과급여/NNG,1,0,0
일용직/NNG,1,1,0
국채입찰/NNG,3,1,0
지하/NNG,1,0,0
나타냈으며/VV,1,0,0
인플레이션/NNG;기대/NNG;지역/NNG;지정학/NNG;위험/NNG,0,1,1
부채/NNG;문제/NNG;지역/NNG;지정학/NNG;위험/NNG,0,1,1
기대/NNG;인플레이션/NNG;물가/NNG;안정/NNG,0,1,0
제조업/NNG;서비스업/NNG;생산/NNG;증가/NNG,0,1,0
가계/NNG;부채/NNG;상환능력/NNG;저하/NNG,0,1,0
불확실성/NNG;성장/NNG;하방/NNG;위험/NNG,0,1,1
물가/NNG;안정/NNG;의지/NNG;의구심/NNG,0,1,0
변동성/NNG;확대/NNG;하방/NNG;위험/NNG,0,1,0
세계/NNG;경제/NNG;성장률/NNG;하향/NNG,0,1,0
대내외/NNG;경제/NNG;여건/NNG;악화/NNG,1,1,1
유로존/NNG;국가/NNG;부채/NNG;위험/NNG,0,1,0
소비자/NNG;물가/NNG;유가/NNG;상승/NNG,0,1,0
근원/NNG;소비자/NNG;물가/NNG;하락/NNG,0,1,0
완화/NNG;글로벌/NNG;경기/NNG;회복/NNG,0,1,0
글로벌/NNG;경제/NNG;지표/NNG;개선/NNG,0,1,0
가계/NNG;소득/NNG;여건/NNG;개선/NNG,1,1,0
동행/NNG;선행/NNG;지수/NNG;상승/NNG,0,1,0
가계/NNG;소비/NNG;여력/NNG;개선/NNG,0,1,0
재정/NNG;긴축/NNG;경기/NNG;회복/NNG,0,1,0
소비/NNG;건설/NNG;투자/NNG;증가/NNG,2,1,1
개인/NNG;소비/NNG;지출/NNG;증가/NNG,0,1,0
가계/NNG;소비/NNG;지출/NNG;증가/NNG,0,1,0
선행/NNG;지표/NNG;수주/NNG;증가/NNG,1,1,1
금리/NNG;하락/NNG;소폭/MAG;하락/NNG,0,1,0
단기/NNG;급등/NNG;부담/NNG;하락/NNG,0,1,0
고용/NNG;지표/NNG;악화/NNG;하락/NNG,0,1,0
경기/NNG;회복/NNG;악영향/NNG;줄/VV,0,1,1
가격/NNG;상승/NNG;힘입/VV;상승/NNG,0,1,0
미/NNG;고용/NNG;지표/NNG;악화/NNG,0,1,0
해외/NNG;직접/MAG;투자/NNG;늘/VV,1,1,0
gdp/NNG;성장률/NNG;마이너스/NNG,0,1,0
통화신용정책/NNG;물가/NNG;안정/NNG,0,1,0
기대/NNG;인플레이션/NNG;억제/NNG,1,1,0
하방/NNG;위험/NNG;작/VA;않/VX,0,1,0
근원/NNG;인플레이션/NNG;안정/NNG,0,1,1
글로벌/NNG;금융위기/NNG;벗어나/VV,0,1,0
양적완화/NNG;정책/NNG;중단/NNG,0,1,0
금리/NNG;스프레드/NNG;상승/NNG,0,1,0
기업/NNG;구조조정/NNG;지연/NNG,4,1,1
경기/NNG;둔화/NNG;유가상승/NNG,0,1,1
부채/NNG;문제/NNG;불확실성/NNG,0,1,0
불안요인/NNG;금리/NNG;인상/NNG,0,1,0
fed/NNG;경제/NNG;긍정적/VAX,0,1,0
불확실성/NNG;해소/NNG;상승/NNG,0,1,0
투자자금/NNG;유입/NNG;감소/NNG,1,1,1
발행/NNG;유동성/NNG;확보/NNG,0,1,0
대내외/NNG;여건/NNG;악화/NNG,1,1,1
유동성/NNG;공급/NNG;확대/NNG,1,1,3
인플레이션/NNG;기대/NNG;쉽/VA,0,1,1
가계/NNG;저축률/NNG;하락/NNG,1,1,0
부진/NNG;신흥국/NNG;성장/NNG,0,1,0
신흥국/NNG;성장/NNG;약화/NNG,0,1,1
광공업/NNG;생산/NNG;감소/NNG,2,2,3
제조업/NNG;생산/NNG;증가/NNG,0,1,3
국고채/NNG;금리/NNG;상승/NNG,2,1,3
대출/NNG;금리/NNG;고금리/NNG,0,1,0
어음/NNG;부도율/NNG;상승/NNG,2,1,0
높/VA;스프레드/NNG;부담/NNG,0,1,0
재정/NNG;긴축/NNG;성장/NNG,0,1,0
실물/NNG;경제/NNG;침체/NNG,2,1,2
대외/NNG;충격/NNG;취약/NNG,0,1,0
은행/NNG;위험/NNG;부담/NNG,0,1,0
하락/NNG;물가/NNG;안정/NNG,1,2,0
국제/NNG;유가/NNG;강세/NNG,0,1,0
유가/NNG;가격/NNG;상승/NNG,0,1,0
원유/NNG;수입/NNG;감소/NNG,0,1,0
수출/NNG;둔화/NNG;성장/NNG,0,1,1
경제/NNG;부진/NNG;벗어나/VV,0,1,0
물가/NNG;하방/NNG;경직/NNG,1,1,1
경기/NNG;점차/MAG;개선/NNG,1,1,1
완화/NNG;금리/NNG;인상/NNG,0,1,0
경제/NNG;불확실성/NNG;높/VA,0,1,0
민간/NNG;소비/NNG;부진/NNG,2,1,0
비용/NNG;부담/NNG;증가/NNG,0,1,0
국제/NNG;유가/NNG;급등/NNG,6,1,1
경기/NNG;물가/NNG;우려/NNG,0,1,0
재정/NNG;지출/NNG;축소/NNG,1,1,0
경기/NNG;지표/NNG;개선/NNG,1,1,1
물가/NNG;불안/NNG;경계/NNG,0,1,1
대미/NNG;수출/NNG;증가/NNG,0,1,0
경기/NNG;지표/NNG;부진/NNG,3,1,1
지표/NNG;부진/NNG;상승/NNG,0,1,0
곡물/NNG;가격/NNG;상승/NNG,1,1,0
부진/NNG;소폭/MAG;하락/NNG,2,1,0
위험/NNG;완화/NNG;상승/NNG,0,1,0
은행/NNG;대출/NNG;부진/NNG,0,1,0
소폭/MAG;상승/NNG;그치/VV,4,2,2
실물/NNG;경제/NNG;살/VV,0,1,0
높/VA;경기/NNG;부진/NNG,0,1,0
금리/NNG;내리/VV;오르/VV,0,1,0
유가/NNG;상승/NNG;높/VA,0,1,0
높/VA;물가/NNG;불안/NNG,1,2,1
구제금융기금/NNG;확충/NNG,0,1,0
인플레이션/NNG;하회/NNG,0,1,0
대출비중/NNG;확대/NNG,1,1,0
불안/NNG;불확실성/NNG,0,1,0
레버리지/NNG;증가/NNG,0,1,1
레버리지/NNG;과도/NNG,0,1,0
국채교환/NNG;성공/NNG,0,1,0
불확실성/NNG;증폭/NNG,2,1,0
금융시장/NNG;완화/NNG,0,1,1
신용경색/NNG;완화/NNG,0,1,1
외환시장/NNG;상승/NNG,0,1,0
자금/NNG;선확보/NNG,0,1,1
은행/NNG;고금리/NNG,0,1,1
연체율/NNG;증가/NNG,0,1,1
금융위기/NNG;어렵/VA,0,1,0
일시적/VAX;안정/NNG,0,1,0
불안/NNG;일시적/VAX,0,1,0
성장/NNG;모멘텀/NNG,2,2,1
구조적/VAX;악화/NNG,0,1,0
고용률/NNG;상승/NNG,0,1,0
성장/NNG;위축/NNG,0,1,1
지표/NNG;호전/NNG,0,1,0
불확실성/NNG;많/VA,1,1,0
미래/NNG;성장/NNG,1,1,0
물가/NNG;희생/NNG,0,1,0
상방/NNG;위험/NNG,3,1,1
긴축/NNG;강화/NNG,0,1,0
경기/NNG;성장/NNG,1,2,1
성장/NNG;저조/NNG,0,1,0
차입/NNG;부담/NNG,2,1,0
내수/NNG;개선/NNG,1,1,0
소비/NNG;증가/NNG,5,1,2
생산/NNG;차질/NNG,2,1,1
인상/NNG;지연/NNG,0,1,0
견조/NNG;성장/NNG,2,2,2
가격/NNG;통제/NNG,0,1,0
서비스업/NNG;늘/VV,0,1,0
요금/NNG;하락/NNG,0,1,0
금리/NNG;양호/NNG,0,1,0
연체/NNG;증가/NNG,0,1,1
전망/NNG;그러/VV,0,1,0
상승률/NNG;낮/VV,0,1,0
채권/NNG;많/VA,0,1,0
소비/NNG;늘/VV,0,1,0
기발/NNG,0,1,0
권유/NNG,2,1,0
qfii/NNG,0,1,0
진해/VA,1,1,0
구제금융자금/NNG,0,1,0
지키/VV,0,2,0
억누르/VV,0,1,1
저수지/NNG,0,1,0
일반기업/NNG,11,2,11
대체투자/NNG,2,1,0
가져줄/VV,0,1,0
충실히/MAG,0,1,0
결집/NNG,0,1,0
채택/NNG,4,2,1
가진다고/VV,0,1,0
둠/VV,0,1,0
신축성/NNG,1,1,0
명성/NNG,0,1,0
구제금융설/NNG,0,1,0
이란사태/NNG,1,1,1
보육료/NNG,0,5,5
유치원/NNG,0,1,0
그쳐서/VV,0,1,0
끈/NNG,0,1,0
돼서/XSV,0,1,0
조업/NNG,1,2,0
수차/NNG,0,1,0
유가상승/NNG,5,3,3
마/NNG,0,1,1
만달/NNG,0,1,0
혼신/NNG,0,1,0
진심/NNG,0,1,0
감사/NNG,0,1,0
드림/VV,0,1,0
홍보/NNG,1,1,3
역효과/NNG,2,1,0
높/MAG,0,1,1
요약/NNG,2,1,4
누그러지/VV,0,1,0
앵커링/NNG,1,1,0
시켜/VV,1,1,1
가로축/NNG,0,1,0
초과수요/NNG,0,2,0
세로축/NNG,0,1,0
일면/NNG,0,1,0
만족/NNG,0,2,0
실기/NNG,5,3,5
범하/VV,0,1,0
성공급/NNG,2,2,16
월부/NNG,0,1,0
머물렀으나/VV,0,1,0
걸음/NNG,0,1,0
재임/NNG,0,2,0
소회/NNG,0,1,0
소수의견/NNG,1,1,1
아마/MAG,1,1,0
보람/NNG,0,1,0
아쉽/VA,0,1,0
공부/NNG,0,1,0
대화/NNG,0,1,0
각오/NNG,0,1,0
느꼈/VV,0,1,0
아침/NNG,0,1,0
각고/NNG,0,1,0
영어/NNG,0,1,0
굳이/MAG,0,1,0
쓴다면/VV,0,1,0
임성/NNG,0,1,0
통방/NNG,0,2,0
문장/NNG,0,2,0
옮겨야/VV,0,1,0
알려져야/VV,0,1,0
단어/NNG,0,1,0
정연/NNG,0,1,0
이야기/NNG,0,2,1
맹이/NNG,0,1,0
서브/NNG,0,1,0
컨텐트/NNG,0,1,0
부르/VV,2,1,0
의사결정/NNG,3,2,1
오픈/NNG,0,1,0
퍼블릭/NNG,0,1,0
스크루/NNG,0,1,0
표결/NNG,0,1,0
실명/NNG,0,1,0
금고/NNG,0,1,1
장차/MAG,0,1,0
사회경제/NNG,1,1,1
희생/NNG,2,2,0
견제/NNG,0,1,0
도구/NNG,1,1,2
터도/VV,0,1,0
믿/VV,0,2,0
수모/NNG,0,1,0
가안/NNG,0,1,2
져야/VV,2,1,0
다짐/NNG,0,1,0
前/NNG,1,1,0
열심히/MAG,0,1,0
바깥/NNG,0,1,0
임직원/NNG,0,1,0
합하/VV,0,1,0
기원/NNG,0,1,0
국채교환/NNG,0,4,0
구매력/NNG,5,2,0
주택처분/NNG,0,1,0
생활자금/NNG,0,1,1
험이/NNG,0,1,0
전통/NNG,2,2,2
행지/NNG,4,2,2
뚜렷이/MAG,11,4,6
대학/NNG,2,2,5
등록금/NNG,2,2,4
어서/MAG,0,1,0
동지/NNG,0,1,1
재건/NNG,1,1,0
서방/NNG,0,1,1
뉴타운/NNG,0,1,1
재검토/NNG,0,1,1
역전세난/NNG,0,1,0
금후/NNG,1,1,0
今後/NNG,0,1,0
공과/NNG,0,1,0
功過/NNG,0,1,0
게/NNG,8,3,5
타이밍/NNG,12,2,3
속도조절/NNG,2,1,0
특별지원/NNG,0,1,0
넘나들/VV,0,1,0
겸허/NNG,0,1,0
반성/NNG,0,3,0
결단력/NNG,0,1,0
확실히/MAG,1,1,0
아쉬움/NNG,0,1,0
주무/NNG,0,1,0
거울삼/VV,0,1,0
권한/NNG,0,2,0
위임/NNG,0,1,0
방어벽/NNG,0,1,0
증명/NNG,1,1,0
막중/NNG,0,1,0
명확성/NNG,0,1,0
경기체/NNG,5,1,4
pmi/NNG,4,2,2
대홍수/NNG,0,1,1
전략비축유/NNG,0,1,0
토목공사/NNG,2,1,2
금속/NNG,2,1,1
가공/NNG,1,1,1
정액/NNG,0,1,0
구제금융기금/NNG,0,1,0
강보합/NNG,1,1,0
화자/NNG,1,1,1
금사/NNG,0,1,1
상황판/NNG,0,1,0
조세회피처/NNG,0,1,0
주택구/NNG,1,2,1
bw/NNG,0,1,5
청약자금/NNG,0,2,1
환불/NNG,0,1,0
카드론/NNG,0,1,1
현재생활형편/NNG,0,1,2
농산물/NNG;제외/NNG;근원/NNG;인플레이션/NNG;하락/NNG,0,0,1
해외/NNG;위험요인/NNG;영향/NNG;당분간/MAG;하방/NNG,0,0,1
소비자/NNG;물가/NNG;상승률/NNG;가격/NNG;하락/NNG,0,0,1
국제/NNG;유가/NNG;원자재/NNG;가격/NNG;상승/NNG,1,0,2
수요/NNG;압력/NNG;완화/NNG;물가/NNG;안정/NNG,0,0,1
글로벌/NNG;금융시장/NNG;불안/NNG;완화/NNG,0,0,1
대외/NNG;여건/NNG;불확실성/NNG;완화/NNG,0,0,1
